decision,net_return
2015-08-07,-0.0035437328815522045
2015-08-14,0.0032635560279229187
2015-08-21,-0.011766305005583979
2015-08-28,-0.0014648001923193168
2015-09-04,0.002053161326679836
2015-09-11,0.002597947494510669
2015-09-18,0.0010737745588104224
2015-09-25,0.005288682195261834
2015-10-02,-0.0007699391034576172
2015-10-09,-0.004776534403164848
2015-10-16,-0.003877625571492801
2015-10-23,0.007358916146550648
2015-10-30,-0.0032224429248962636
2015-11-06,0.003658072053448841
2015-11-13,-0.004352724935214807
2015-11-20,-0.0015225196252479454
2015-11-27,-0.005614729979894184
2015-12-04,-0.0032246795573849553
2015-12-11,-0.0007991399335219325
2015-12-18,0.0018057951100659126
2015-12-24,0.0022854716129667254
2015-12-31,0.0004064913156093872
2016-01-08,-0.0034387187262300296
2016-01-15,-0.0009270168603162636
2016-01-22,0.0005920215046149153
2016-01-29,0.014181516300109217
2016-02-05,-0.001707857211980115
2016-02-12,0.0016604918739629559
2016-02-19,0.0022008888805888664
2016-02-26,-0.003859633418924457
2016-03-04,-0.0005335325028202244
2016-03-11,-0.003652779974633886
2016-03-18,-0.0007716793133229527
2016-03-24,-0.002679335803698567
2016-04-01,-0.0020727532574924047
2016-04-08,0.00047840995549937434
2016-04-15,0.006490802644448436
2016-04-22,0.0009875268474101842
2016-04-29,-0.0037640350168806924
2016-05-06,0.0007183782152575167
2016-05-13,-0.0013207870894194037
2016-05-20,0.0006633572356434297
2016-05-27,0.004868927285196218
2016-06-03,0.00017930150142466544
2016-06-10,0.00018561669378640137
2016-06-17,-0.019049655295369016
2016-06-24,0.005093181041767326
2016-07-01,0.004933161414622561
2016-07-08,0.005479494741255193
2016-07-15,0.002426487998523332
2016-07-22,0.0011615966392273013
2016-07-29,0.00043313641364658853
2016-08-05,-0.00014103077749166447
2016-08-12,-0.0005266550187648681
2016-08-19,-0.001762983585738073
2016-08-26,-0.0025781125504767254
2016-09-02,0.001757762232779337
2016-09-09,-0.0007411297743250964
2016-09-16,0.002396201896124338
2016-09-23,-0.007367497502893532
2016-09-30,-0.010779327302124693
2016-10-07,0.003844323099498048
2016-10-14,-0.0025660513886489136
2016-10-21,0.009141921330875092
2016-10-28,-0.005273881550218335
2016-11-04,-0.001580865340818144
2016-11-11,-0.005517219117115186
2016-11-18,-0.0016374368324664598
2016-11-25,0.005495679049574258
2016-12-02,-0.003182219235690482
2016-12-09,-0.0020696690761606335
2016-12-16,-0.0012802351813108255
2016-12-23,9.397197863309333e-05
2016-12-30,-0.002051558078793026
2017-01-06,0.0008473345602080905
2017-01-13,-0.0005251584397117342
2017-01-20,-0.005954597240160707
2017-01-27,0.0008326929950965996
2017-02-03,0.0005178971857967442
2017-02-10,-0.001847452603128061
2017-02-17,-0.002822722216471108
2017-02-24,-0.0015943205186496167
2017-03-03,-0.005496049304924031
2017-03-10,0.004011230021538449
2017-03-17,0.008221429331078315
2017-03-24,0.0005671592839384499
2017-03-31,-0.0007786657933087336
2017-04-07,-0.00046611576499352926
2017-04-13,0.0017509591045759424
2017-04-21,-1.5047070624633115e-06
2017-04-28,-0.002361462080449676
2017-05-05,-0.0008333739994384739
2017-05-12,-0.0009350629088049703
2017-05-19,0.0011942937083103387
2017-05-26,0.0013299676361719097
2017-06-02,-0.004760701579100954
2017-06-09,-0.00021487737991641954
2017-06-16,-0.0024580593263355682
2017-06-23,0.0011861947859600427
2017-06-30,-0.006915092636832908
2017-07-07,-0.00188946567054126
2017-07-14,-0.0010444518436120629
2017-07-21,0.007436711807712143
2017-07-28,-0.0009194963970299093
2017-08-04,-0.002943664617216269
2017-08-11,-0.0004883920171575322
2017-08-18,-0.00010398075670111864
2017-08-25,-0.004184670877886742
2017-09-01,0.00013687859866485066
2017-09-08,0.0018664224163217574
2017-09-15,-8.59392621246262e-05
2017-09-22,0.002794578861525677
2017-09-29,-0.000872569195121846
2017-10-06,-0.0024532231809174894
2017-10-13,-0.004427471400585496
2017-10-20,1.3183017220078064e-05
2017-10-27,0.00021138237547187752
2017-11-03,0.00017634471647660975
2017-11-10,-0.0023890408331354836
2017-11-17,-0.0008820976414961907
2017-11-24,0.01083932953561616
2017-12-01,-0.004968902917797472
2017-12-08,-0.004879870803288408
2017-12-15,0.005684777519102983
2017-12-22,-0.00224726883237789
2017-12-29,0.002662666106545782
2018-01-05,-0.004923124306496931
2018-01-12,0.000742044276901645
2018-01-19,-0.0021979085892140254
2018-01-26,0.0032472356118742308
2018-02-02,-0.003647431034996518
2018-02-09,-0.0010315644297847646
2018-02-16,0.0014500181504896723
2018-02-23,-0.0014371288341149219
2018-03-02,0.0012929390877704566
2018-03-09,-0.003496974381151112
2018-03-16,-0.0036042049928128716
2018-03-23,-0.0019401044053604724
2018-03-29,-3.9432876013984495e-05
2018-04-06,-0.010348113000396454
2018-04-13,-0.007475409483244235
2018-04-20,0.010778531457853919
2018-04-27,0.0027835626918844203
2018-05-04,-0.004574753156238249
2018-05-11,-0.007183319353117124
2018-05-18,0.007379487706092573
2018-05-25,-0.004684305003513492
2018-06-01,-0.006378997575454715
2018-06-08,0.005956753500554671
2018-06-15,0.008276067176239202
2018-06-22,0.002067396534575075
2018-06-29,-0.003597912693476715
2018-07-06,-0.0014859530918500756
2018-07-13,0.0033509286125898837
2018-07-20,-0.004338570262413354
2018-07-27,-0.0033092697180264535
2018-08-03,0.0030112374387906626
2018-08-10,-0.00380962243288097
2018-08-17,0.002341257106619433
2018-08-24,0.0015931856454215565
2018-08-31,0.003091271861328132
2018-09-07,-0.0007286093363770593
2018-09-14,0.005572522862394769
2018-09-21,-0.0032737683969858034
2018-09-28,0.003161723792013878
2018-10-05,-0.0034343394848802273
2018-10-12,-0.003850724211186554
2018-10-19,0.0007757472277151229
2018-10-26,-0.003715257979367586
2018-11-02,-0.0011670709251148511
2018-11-09,-0.0014322816713399442
2018-11-16,-0.0018089962373056179
2018-11-23,0.002602399252809184
2018-11-30,-0.003002325554557687
2018-12-07,0.00020900166599323604
2018-12-14,-0.0014253690000614362
2018-12-21,-0.0011419333416056285
2018-12-28,-0.008550023163488912
2019-01-04,0.0007646714142861008
2019-01-11,0.0007410550329325673
2019-01-18,0.0026628434686663894
2019-01-25,-0.0021330821499596446
2019-02-01,-0.002343436309670955
2019-02-08,0.003355425868158682
2019-02-15,-0.001013166057080601
2019-02-22,0.001853266074572715
2019-03-01,-0.0040725316070298586
2019-03-08,-0.0018576388388492609
2019-03-15,0.0011302160016611919
2019-03-22,-0.005307951434789411
2019-03-29,-0.0020591795750539836
2019-04-05,0.0008563050201621048
2019-04-12,0.00023897277545490233
2019-04-18,0.002318547474122249
2019-04-26,-0.00034298293930327245
2019-05-03,-0.006257079060045723
2019-05-10,-0.0020839335468306633
2019-05-17,-0.0011079485961950093
2019-05-24,-0.0038083949637560685
2019-05-31,-0.008257402172575808
2019-06-07,-0.0009721777573585716
2019-06-14,-0.000687894581860824
2019-06-21,-0.0031781692962337474
2019-06-28,0.002784457821349113
2019-07-05,7.792766056838362e-05
2019-07-12,-0.0022362645766738683
2019-07-19,0.0012723687068765
2019-07-26,-0.0006695120631330543
2019-08-02,-0.002175146939054162
2019-08-09,0.0017671262931566777
2019-08-16,-0.001224385372083153
2019-08-23,-0.0013054967617329414
2019-08-30,0.001306216983074575
2019-09-06,0.003375269306624672
2019-09-13,0.00026804443420602557
2019-09-20,0.0005968750390733001
2019-09-27,0.0011535603075424011
2019-10-04,-0.0007953572511300499
2019-10-11,0.002835776259542643
2019-10-18,0.0018752931147678913
2019-10-25,0.0019858660998033763
2019-11-01,-0.0003803058407270955
2019-11-08,-8.839187893935831e-05
2019-11-15,-0.0016332792916054191
2019-11-22,-0.0014298832906492081
2019-11-29,-9.226492473572592e-05
2019-12-06,-0.0024008170738549096
2019-12-13,-0.001330261137190156
2019-12-20,0.0010620833523431459
2019-12-27,-0.0012033856480625333
2020-01-03,-0.0015891716600721236
2020-01-10,-0.000797578489557682
2020-01-17,-0.0016962983663664955
2020-01-24,-0.004843846926595064
2020-01-31,-0.004165948199832398
2020-02-07,-0.0022366263421866226
2020-02-14,0.0006968444577732552
2020-02-21,-0.0005124092726482683
2020-02-28,-0.020139572568920475
2020-03-06,-0.02384528722978255
2020-03-13,-0.004317292917474283
2020-03-20,-0.01135044115419021
2020-03-27,-0.0049615339852719835
2020-04-03,0.018518951055854927
2020-04-09,-0.009786896721651894
2020-04-17,0.005938219352346978
2020-04-24,0.006052005328081325
2020-05-01,-0.00592309303607074
2020-05-08,0.0035386275384789454
2020-05-15,0.019614836531409986
2020-05-22,-0.005033462372805385
2020-05-29,0.010061174111963455
2020-06-05,-0.007969497304018656
2020-06-12,-0.007464310759222705
2020-06-19,0.0015268993395406345
2020-06-26,-0.006430499765579267
2020-07-02,-0.0037941679166828687
2020-07-10,0.0012291564718550786
2020-07-17,-0.0009380465372336798
2020-07-24,0.00521145471539532
2020-07-31,-0.009216964709275816
2020-08-07,-0.00019084153519256623
2020-08-14,-8.197133293475877e-05
2020-08-21,-0.0009047358480361662
2020-08-28,0.00440517950508109
2020-09-04,-0.0007856479670453518
2020-09-11,0.00042905380941054747
2020-09-18,0.0012371279863364329
2020-09-25,0.004915272072828514
2020-10-02,3.9135458921491124e-06
2020-10-09,-0.003434783762038864
2020-10-16,0.002715264343488499
2020-10-23,-0.0033856177514535154
2020-10-30,0.012215719909737247
2020-11-06,8.565337942117849e-05
2020-11-13,-0.006955743198486071
2020-11-20,0.0022753590386340337
2020-11-27,-0.008293105840064438
2020-12-04,0.0016715873017524507
2020-12-11,-0.0016039866157143553
2020-12-18,0.0005212493927924934
2020-12-24,-0.0009823041495605615
2020-12-31,-0.004753429967952385
2021-01-08,-8.290492615648621e-05
2021-01-15,-0.0027251982862262387
2021-01-22,-0.0028076943993665493
2021-01-29,0.0008618514954538575
2021-02-05,-0.0029873932897542797
2021-02-12,-0.0030706933164348724
2021-02-19,0.0025322996188714177
2021-02-26,0.006417618146235825
2021-03-05,0.007045954286161393
2021-03-12,0.002020403914631983
2021-03-19,0.005157565540369075
2021-03-26,0.0013492994592809015
2021-04-01,-0.0010600686939930166
2021-04-09,-0.002342600247419329
2021-04-16,-0.0014779311102629577
2021-04-23,-0.006202591607818055
2021-04-30,-0.00823778021050662
2021-05-07,-0.0010608523168354035
2021-05-14,0.0025637934186856985
2021-05-21,0.005902294831974278
2021-05-28,-0.004078501069448471
2021-06-04,-0.005394347690955647
2021-06-11,-0.0050659079681986035
2021-06-18,-0.0053944072031173835
2021-06-25,-0.003312242148036692
2021-07-02,-0.0018023800392520059
