,SPY,IWM,EFA,EEM,TLT,IEF,LQD,HYG,GLD,SLV,DBC,USO,UUP,FXE,FXY,VNQ
2003-11-21,104.33,105.3,125.4199,146.3997,86.93,85.55,111.43,,,,,,,,,
2003-11-24,105.78,107.89,126.7599,148.0497,86.31,85.13,110.97,,,,,,,,,
2003-11-25,106.42,108.84,126.8299,148.8996,86.52,85.26,111.08,,,,,,,,,
2003-11-26,106.45,109.49,127.6399,149.8596,86.4,85.15,111.18,,,,,,,,,
2003-11-28,106.66,109.46,128.0499,151.6296,85.4,84.58,110.65,,,,,,,,,
2003-12-01,107.68,110.86,130.3499,155.5296,84.57,83.75,109.44,,,,,,,,,
2003-12-02,107.77,111.42,130.8099,155.5296,84.6,83.84,109.81,,,,,,,,,
2003-12-03,108.08,111.361,132.0499,155.7498,84.78,83.94,110.0,,,,,,,,,
2003-12-04,107.72,109.01,131.7899,154.2996,84.67,83.95,109.85,,,,,,,,,
2003-12-05,107.8,108.5,131.1899,153.3696,86.23,85.0,110.93,,,,,,,,,
2003-12-08,107.64,108.55,131.4399,153.3996,85.78,84.82,110.79,,,,,,,,,
2003-12-09,107.93,108.95,132.2399,154.3497,85.7,84.85,110.49,,,,,,,,,
2003-12-10,106.98,107.0,130.3499,153.4998,85.1,84.39,110.35,,,,,,,,,
2003-12-11,108.1,108.61,131.4899,154.8597,85.38,84.88,110.32,,,,,,,,,
2003-12-12,108.2,108.96,131.8899,155.4996,85.88,85.16,110.73,,,,,,,,,
2003-12-15,109.23,110.9,133.1899,157.0197,85.88,84.95,110.7,,,,,,,,,
2003-12-16,108.5,107.17,132.0999,155.7498,85.86,84.95,110.75,,,,,,,,,
2003-12-17,108.5,107.31,131.9899,153.9597,86.65,85.43,111.24,,,,,,,,,
2003-12-18,109.73,109.0,133.8699,155.6196,87.1,85.47,111.49,,,,,,,,,
2003-12-19,109.37,108.925,133.7899,156.2097,87.07,85.45,111.57,,,,,,,,,
2003-12-22,109.66,109.61,132.2499,157.4997,87.34,85.57,112.0,,,,,,,,,
2003-12-23,109.95,110.49,132.6799,157.9296,86.7,85.12,111.4,,,,,,,,,
2003-12-24,109.88,110.36,133.9099,158.6997,86.66,85.18,111.37,,,,,,,,,
2003-12-26,110.08,110.75,133.5499,158.9997,87.04,85.46,111.78,,,,,,,,,
2003-12-29,111.27,112.25,134.7999,161.2398,86.77,85.2,111.65,,,,,,,,,
2003-12-30,111.27,112.75,135.6699,162.8496,86.14,84.95,111.14,,,,,,,,,
